Word,Tag,Sentence_ID,STIX_Tag,Source
counter,O,92,O,APTNER
is,O,92,O,APTNER
also,O,92,O,APTNER
passed,O,92,O,APTNER
to,O,92,O,APTNER
the,O,92,O,APTNER
AdrGen,B-MAL,92,B-Malware,APTNER
function,O,92,O,APTNER
as,O,92,O,APTNER
the,O,92,O,APTNER
part,O,92,O,APTNER
number,O,92,O,APTNER
parameter,O,92,O,APTNER
and,O,92,O,APTNER
is,O,92,O,APTNER
visible,O,92,O,APTNER
in,O,92,O,APTNER
the,O,92,O,APTNER
query,O,92,O,APTNER
string,O,92,O,APTNER
as,O,92,O,APTNER
depicted,O,92,O,APTNER
below:,O,92,O,APTNER
Query:,O,92,O,APTNER
239e965ec000a60000B6C90T.COCTab33333233332222222222222222210100A3280AAAAAAAAAAAAAAAAA.33333210100A.sample-domain.evil,B-FILE,92,B-File,APTNER
",",O,92,O,APTNER
Response:,O,92,O,APTNER
39.2.3.1,B-IP,92,B-IPv4-Addr,APTNER
",",O,92,O,APTNER
Query:,O,92,O,APTNER
230019e965eca60000A16DC20T.EBB466767667256666772556776662FBFD932F3F64079E4F730B65239FE0.33333210100A.sample-domain.evil,B-FILE,92,B-File,APTNER
",",O,92,O,APTNER
Response:,O,92,O,APTNER
39.2.3.2,B-IP,92,B-IPv4-Addr,APTNER
",",O,92,O,APTNER
Query:,O,92,O,APTNER
392e002965eca60000C6D18C42T.33232333332333500262233332466710E0E18362E239DDA839020190D932.33333210100A.sample-domain.evil,B-FILE,92,B-File,APTNER
.,O,92,O,APTNER
When,O,93,O,APTNER
the,O,93,O,APTNER
send,O,93,O,APTNER
loop,O,93,O,APTNER
has,O,93,O,APTNER
fewer,O,93,O,APTNER
than,O,93,O,APTNER
60,O,93,O,APTNER
bytes,O,93,O,APTNER
to,O,93,O,APTNER
send,O,93,O,APTNER
"(e.g.,",O,93,O,APTNER
a,O,93,O,APTNER
small,O,93,O,APTNER
file,O,93,O,APTNER
or,O,93,O,APTNER
the,O,93,O,APTNER
last,O,93,O,APTNER
part,O,93,O,APTNER
of,O,93,O,APTNER
a,O,93,O,APTNER
"file),",O,93,O,APTNER
the,O,93,O,APTNER
send,O,93,O,APTNER
function,O,93,O,APTNER
transmits,O,93,O,APTNER
the,O,93,O,APTNER
remaining,O,93,O,APTNER
bytes,O,93,O,APTNER
with,O,93,O,APTNER
a,O,93,O,APTNER
shorter,O,93,O,APTNER
data,O,93,O,APTNER
.,O,93,O,APTNER
When,O,94,O,APTNER
there,O,94,O,APTNER
are,O,94,O,APTNER
no,O,94,O,APTNER
more,O,94,O,APTNER
bytes,O,94,O,APTNER
to,O,94,O,APTNER
"send,",O,94,O,APTNER
a,O,94,O,APTNER
hardcoded,O,94,O,APTNER
file,O,94,O,APTNER
end,O,94,O,APTNER
marker,O,94,O,APTNER
COCTabCOCT,O,94,O,APTNER
is,O,94,O,APTNER
sent,O,94,O,APTNER
in,O,94,O,APTNER
the,O,94,O,APTNER
data,O,94,O,APTNER
section,O,94,O,APTNER
and,O,94,O,APTNER
the,O,94,O,APTNER
send,O,94,O,APTNER
loop,O,94,O,APTNER
will,O,94,O,APTNER
be,O,94,O,APTNER
.,O,94,O,APTNER
The,O,95,O,APTNER
controller,O,95,O,APTNER
responds,O,95,O,APTNER
with,O,95,O,APTNER
the,O,95,O,APTNER
253.25.42.87,B-IP,95,B-IPv4-Addr,APTNER
A,O,95,O,APTNER
record,O,95,O,APTNER
.,O,95,O,APTNER
Query:,O,96,O,APTNER
239055e965eca60000CC30T.66654667676673003300C93CC92212953EDACEDA.33333210100A.sample-domain.evil,B-FILE,96,B-File,APTNER
",",O,96,O,APTNER
Response:,O,96,O,APTNER
39.2.3.56,B-IP,96,B-IPv4-Addr,APTNER
",",O,96,O,APTNER
Query:,O,96,O,APTNER
05639e9652eca6000057C06T.COCTabCOCT33333210100A.sample-domain.evil,B-FILE,96,B-File,APTNER
",",O,96,O,APTNER
Response:,O,96,O,APTNER
253.25.42.87,B-IP,96,B-IPv4-Addr,APTNER
.,O,96,O,APTNER
Once,O,97,O,APTNER
an,O,97,O,APTNER
A,O,97,O,APTNER
record,O,97,O,APTNER
response,O,97,O,APTNER
is,O,97,O,APTNER
received,O,97,O,APTNER
by,O,97,O,APTNER
the,O,97,O,APTNER
malware,O,97,O,APTNER
containing,O,97,O,APTNER
253.25.42.87,B-IP,97,B-IPv4-Addr,APTNER
",",O,97,O,APTNER
several,O,97,O,APTNER
variables,O,97,O,APTNER
are,O,97,O,APTNER
set,O,97,O,APTNER
in,O,97,O,APTNER
preparation,O,97,O,APTNER
to,O,97,O,APTNER
exit,O,97,O,APTNER
the,O,97,O,APTNER
send,O,97,O,APTNER
.,O,97,O,APTNER
After,O,98,O,APTNER
the,O,98,O,APTNER
send,O,98,O,APTNER
operation,O,98,O,APTNER
is,O,98,O,APTNER
"complete,",O,98,O,APTNER
the,O,98,O,APTNER
lock,O,98,O,APTNER
file,O,98,O,APTNER
for,O,98,O,APTNER
the,O,98,O,APTNER
current,O,98,O,APTNER
run,O,98,O,APTNER
is,O,98,O,APTNER
deleted,O,98,O,APTNER
and,O,98,O,APTNER
the,O,98,O,APTNER
script,O,98,O,APTNER
.,O,98,O,APTNER
Many,O,99,O,APTNER
of,O,99,O,APTNER
the,O,99,O,APTNER
capabilities,O,99,O,APTNER
discovered,O,99,O,APTNER
in,O,99,O,APTNER
Glimpse,B-MAL,99,B-Malware,APTNER
were,O,99,O,APTNER
also,O,99,O,APTNER
present,O,99,O,APTNER
in,O,99,O,APTNER
the,O,99,O,APTNER
malware,O,99,O,APTNER
analyzed,O,99,O,APTNER
in,O,99,O,APTNER
part,O,99,O,APTNER
one,O,99,O,APTNER
of,O,99,O,APTNER
this,O,99,O,APTNER
.,O,99,O,APTNER
Glimpse,B-MAL,100,B-Malware,APTNER
added,O,100,O,APTNER
the,O,100,O,APTNER
ability,O,100,O,APTNER
to,O,100,O,APTNER
use,O,100,O,APTNER
an,O,100,O,APTNER
alternate,O,100,O,APTNER
DNS,B-PROT,100,B-Network-Traffic,APTNER
resource,O,100,O,APTNER
record,O,100,O,APTNER
type,O,100,O,APTNER
(TXT),O,100,O,APTNER
as,O,100,O,APTNER
opposed,O,100,O,APTNER
to,O,100,O,APTNER
solely,O,100,O,APTNER
relying,O,100,O,APTNER
on,O,100,O,APTNER
A,O,100,O,APTNER
resource,O,100,O,APTNER
records,O,100,O,APTNER
for,O,100,O,APTNER
DNS,B-PROT,100,B-Network-Traffic,APTNER
.,O,100,O,APTNER
Using,O,101,O,APTNER
TXT,O,101,O,APTNER
resource,O,101,O,APTNER
records,O,101,O,APTNER
enabled,O,101,O,APTNER
the,O,101,O,APTNER
actors,O,101,O,APTNER
to,O,101,O,APTNER
provide,O,101,O,APTNER
tasking,O,101,O,APTNER
in,O,101,O,APTNER
fewer,O,101,O,APTNER
transactions,O,101,O,APTNER
due,O,101,O,APTNER
to,O,101,O,APTNER
the,O,101,O,APTNER
amount,O,101,O,APTNER
of,O,101,O,APTNER
data,O,101,O,APTNER
that,O,101,O,APTNER
can,O,101,O,APTNER
be,O,101,O,APTNER
transmitted,O,101,O,APTNER
in,O,101,O,APTNER
a,O,101,O,APTNER
TXT,O,101,O,APTNER
.,O,101,O,APTNER
To,O,102,O,APTNER
support,O,102,O,APTNER
this,O,102,O,APTNER
"capability,",O,102,O,APTNER
the,O,102,O,APTNER
adversaries,O,102,O,APTNER
chose,O,102,O,APTNER
to,O,102,O,APTNER
manually,O,102,O,APTNER
craft,O,102,O,APTNER
the,O,102,O,APTNER
DNS,B-PROT,102,B-Network-Traffic,APTNER
queries,O,102,O,APTNER
and,O,102,O,APTNER
communicate,O,102,O,APTNER
directly,O,102,O,APTNER
with,O,102,O,APTNER
the,O,102,O,APTNER
controller,O,102,O,APTNER
as,O,102,O,APTNER
opposed,O,102,O,APTNER
to,O,102,O,APTNER
using,O,102,O,APTNER
existing,O,102,O,APTNER
.NET,B-FILE,102,B-File,APTNER
DNS,B-PROT,102,B-Network-Traffic,APTNER
.,O,102,O,APTNER
The,O,103,O,APTNER
differences,O,103,O,APTNER
between,O,103,O,APTNER
PoisonFrog,B-MAL,103,B-Malware,APTNER
and,O,103,O,APTNER
Glimpse,B-MAL,103,B-Malware,APTNER
highlight,O,103,O,APTNER
the,O,103,O,APTNER
ease,O,103,O,APTNER
at,O,103,O,APTNER
which,O,103,O,APTNER
adversaries,O,103,O,APTNER
can,O,103,O,APTNER
modify,O,103,O,APTNER
their,O,103,O,APTNER
tools,O,103,O,APTNER
to,O,103,O,APTNER
meet,O,103,O,APTNER
their,O,103,O,APTNER
end,O,103,O,APTNER
.,O,103,O,APTNER
With,O,104,O,APTNER
regard,O,104,O,APTNER
to,O,104,O,APTNER
"detection,",O,104,O,APTNER
several,O,104,O,APTNER
methods,O,104,O,APTNER
can,O,104,O,APTNER
be,O,104,O,APTNER
used,O,104,O,APTNER
to,O,104,O,APTNER
identify,O,104,O,APTNER
this,O,104,O,APTNER
type,O,104,O,APTNER
of,O,104,O,APTNER
C2,B-TOOL,104,B-Tool,APTNER
.,O,104,O,APTNER
Performing,O,105,O,APTNER
entropy,O,105,O,APTNER
calculations,O,105,O,APTNER
on,O,105,O,APTNER
subdomain,O,105,O,APTNER
labels,O,105,O,APTNER
can,O,105,O,APTNER
help,O,105,O,APTNER
highlight,O,105,O,APTNER
the,O,105,O,APTNER
amount,O,105,O,APTNER
of,O,105,O,APTNER
randomness,O,105,O,APTNER
in,O,105,O,APTNER
a,O,105,O,APTNER
"label,",O,105,O,APTNER
but,O,105,O,APTNER
this,O,105,O,APTNER
is,O,105,O,APTNER
just,O,105,O,APTNER
one,O,105,O,APTNER
of,O,105,O,APTNER
many,O,105,O,APTNER
possible,O,105,O,APTNER
data,O,105,O,APTNER
analysis,O,105,O,APTNER
"points,",O,105,O,APTNER
since,O,105,O,APTNER
a,O,105,O,APTNER
standalone,O,105,O,APTNER
feature,O,105,O,APTNER
may,O,105,O,APTNER
not,O,105,O,APTNER
be,O,105,O,APTNER
enough,O,105,O,APTNER
to,O,105,O,APTNER
determine,O,105,O,APTNER
whether,O,105,O,APTNER
traffic,O,105,O,APTNER
is,O,105,O,APTNER
.,O,105,O,APTNER
The,O,106,O,APTNER
IronDefense,O,106,O,APTNER
Network,O,106,O,APTNER
Traffic,O,106,O,APTNER
Analysis,O,106,O,APTNER
platform,O,106,O,APTNER
combines,O,106,O,APTNER
several,O,106,O,APTNER
behavioral,O,106,O,APTNER
detection,O,106,O,APTNER
methods,O,106,O,APTNER
alongside,O,106,O,APTNER
historical,O,106,O,APTNER
network,O,106,O,APTNER
information,O,106,O,APTNER
to,O,106,O,APTNER
detect,O,106,O,APTNER
the,O,106,O,APTNER
C2,B-TOOL,106,B-Tool,APTNER
techniques,O,106,O,APTNER
used,O,106,O,APTNER
by,O,106,O,APTNER
Glimpse,B-MAL,106,B-Malware,APTNER
and,O,106,O,APTNER
other,O,106,O,APTNER
.,O,106,O,APTNER
Carbon,B-SECTEAM,107,B-Identity,APTNER
Black,I-SECTEAM,107,I-Identity,APTNER
TAU,I-SECTEAM,107,I-Identity,APTNER
ThreatSight,I-SECTEAM,107,I-Identity,APTNER
Analysis,O,107,O,APTNER
GandCrab,B-MAL,107,B-Malware,APTNER
and,O,107,O,APTNER
Ursnif,B-MAL,107,B-Malware,APTNER
.,O,107,O,APTNER
The,O,108,O,APTNER
Carbon,B-SECTEAM,108,B-Identity,APTNER
Black,I-SECTEAM,108,I-Identity,APTNER
ThreatSight,I-SECTEAM,108,I-Identity,APTNER
team,O,108,O,APTNER
observed,O,108,O,APTNER
an,O,108,O,APTNER
interesting,O,108,O,APTNER
campaign,O,108,O,APTNER
over,O,108,O,APTNER
the,O,108,O,APTNER
last,O,108,O,APTNER
month,O,108,O,APTNER
.,O,108,O,APTNER
ThreatSight,B-SECTEAM,109,B-Identity,APTNER
worked,O,109,O,APTNER
with,O,109,O,APTNER
the,O,109,O,APTNER
Threat,B-IDTY,109,B-Identity,APTNER
Analysis,I-IDTY,109,I-Identity,APTNER
Unit,I-IDTY,109,I-Identity,APTNER
(,O,109,O,APTNER
TAU,B-IDTY,109,B-Identity,APTNER
),O,109,O,APTNER
to,O,109,O,APTNER
research,O,109,O,APTNER
the,O,109,O,APTNER
campaign,O,109,O,APTNER
.,O,109,O,APTNER
This,O,110,O,APTNER
report,O,110,O,APTNER
is,O,110,O,APTNER
being,O,110,O,APTNER
released,O,110,O,APTNER
to,O,110,O,APTNER
help,O,110,O,APTNER
researchers,O,110,O,APTNER
and,O,110,O,APTNER
security,O,110,O,APTNER
practitioners,O,110,O,APTNER
combat,O,110,O,APTNER
this,O,110,O,APTNER
campaign,O,110,O,APTNER
as,O,110,O,APTNER
new,O,110,O,APTNER
samples,O,110,O,APTNER
are,O,110,O,APTNER
being,O,110,O,APTNER
discovered,O,110,O,APTNER
in,O,110,O,APTNER
the,O,110,O,APTNER
wild,O,110,O,APTNER
daily,O,110,O,APTNER
.,O,110,O,APTNER
This,O,111,O,APTNER
attack,O,111,O,APTNER
",",O,111,O,APTNER
if,O,111,O,APTNER
successful,O,111,O,APTNER
",",O,111,O,APTNER
can,O,111,O,APTNER
infect,O,111,O,APTNER
a,O,111,O,APTNER
compromised,O,111,O,APTNER
system,O,111,O,APTNER
with,O,111,O,APTNER
both,O,111,O,APTNER
Ursnif,B-MAL,111,B-Malware,APTNER
malware,O,111,O,APTNER
and,O,111,O,APTNER
GandCrab,B-MAL,111,B-Malware,APTNER
ransomware,O,111,O,APTNER
.,O,111,O,APTNER
The,O,112,O,APTNER
overall,O,112,O,APTNER
attack,O,112,O,APTNER
leverages,O,112,O,APTNER
several,O,112,O,APTNER
different,O,112,O,APTNER
approaches,O,112,O,APTNER
",",O,112,O,APTNER
which,O,112,O,APTNER
are,O,112,O,APTNER
popular,O,112,O,APTNER
techniques,O,112,O,APTNER
amongst,O,112,O,APTNER
red,O,112,O,APTNER
teamers,O,112,O,APTNER
",",O,112,O,APTNER
espionage,O,112,O,APTNER
focused,O,112,O,APTNER
adversaries,O,112,O,APTNER
",",O,112,O,APTNER
and,O,112,O,APTNER
large,O,112,O,APTNER
scale,O,112,O,APTNER
criminal,O,112,O,APTNER
campaigns,O,112,O,APTNER
.,O,112,O,APTNER
This,O,113,O,APTNER
campaign,O,113,O,APTNER
originally,O,113,O,APTNER
came,O,113,O,APTNER
in,O,113,O,APTNER
via,O,113,O,APTNER
phishing,B-ACT,113,B-Attack-Pattern,APTNER
emails,I-ACT,113,I-Attack-Pattern,APTNER
that,O,113,O,APTNER
contained,O,113,O,APTNER
an,O,113,O,APTNER
attached,O,113,O,APTNER
Word,B-TOOL,113,B-Tool,APTNER
document,I-TOOL,113,I-Tool,APTNER
with,O,113,O,APTNER
embedded,O,113,O,APTNER
macros,O,113,O,APTNER
",",O,113,O,APTNER
Carbon,B-SECTEAM,113,B-Identity,APTNER
Black,I-SECTEAM,113,I-Identity,APTNER
located,O,113,O,APTNER
roughly,O,113,O,APTNER
180,O,113,O,APTNER
variants,O,113,O,APTNER
in,O,113,O,APTNER
the,O,113,O,APTNER
wild,O,113,O,APTNER
.,O,113,O,APTNER
The,O,114,O,APTNER
macro,O,114,O,APTNER
would,O,114,O,APTNER
call,O,114,O,APTNER
an,O,114,O,APTNER
encoded,O,114,O,APTNER
PowerShell,B-TOOL,114,B-Tool,APTNER
script,O,114,O,APTNER
and,O,114,O,APTNER
then,O,114,O,APTNER
use,O,114,O,APTNER
a,O,114,O,APTNER
series,O,114,O,APTNER
of,O,114,O,APTNER
techniques,O,114,O,APTNER
to,O,114,O,APTNER
download,O,114,O,APTNER
and,O,114,O,APTNER
execute,O,114,O,APTNER
both,O,114,O,APTNER
a,O,114,O,APTNER
Ursnif,B-MAL,114,B-Malware,APTNER
and,O,114,O,APTNER
GandCrab,B-MAL,114,B-Malware,APTNER
variant,O,114,O,APTNER
.,O,114,O,APTNER
This,O,115,O,APTNER
campaign,O,115,O,APTNER
has,O,115,O,APTNER
been,O,115,O,APTNER
discussed,O,115,O,APTNER
at,O,115,O,APTNER
a,O,115,O,APTNER
high,O,115,O,APTNER
level,O,115,O,APTNER
by,O,115,O,APTNER
other,O,115,O,APTNER
researchers,O,115,O,APTNER
publicly,O,115,O,APTNER
.,O,115,O,APTNER
Carbon,B-SECTEAM,116,B-Identity,APTNER
Black,I-SECTEAM,116,I-Identity,APTNER
product,O,116,O,APTNER
specific,O,116,O,APTNER
content,O,116,O,APTNER
can,O,116,O,APTNER
be,O,116,O,APTNER
located,O,116,O,APTNER
in,O,116,O,APTNER
the,O,116,O,APTNER
User,B-TOOL,116,B-Tool,APTNER
Exchange,I-TOOL,116,I-Tool,APTNER
.,O,116,O,APTNER
In,O,117,O,APTNER
this,O,117,O,APTNER
campaign,O,117,O,APTNER
the,O,117,O,APTNER
attackers,O,117,O,APTNER
used,O,117,O,APTNER
a,O,117,O,APTNER
MS,B-TOOL,117,B-Tool,APTNER
Word,I-TOOL,117,I-Tool,APTNER
document,O,117,O,APTNER
(,O,117,O,APTNER
.doc,B-FILE,117,B-File,APTNER
format,O,117,O,APTNER
),O,117,O,APTNER
to,O,117,O,APTNER
deliver,O,117,O,APTNER
the,O,117,O,APTNER
initial,O,117,O,APTNER
stages,O,117,O,APTNER
.,O,117,O,APTNER
It,O,118,O,APTNER
should,O,118,O,APTNER
be,O,118,O,APTNER
noted,O,118,O,APTNER
that,O,118,O,APTNER
out,O,118,O,APTNER
of,O,118,O,APTNER
the,O,118,O,APTNER
roughly,O,118,O,APTNER
180,O,118,O,APTNER
Word,B-TOOL,118,B-Tool,APTNER
variants,O,118,O,APTNER
that,O,118,O,APTNER
were,O,118,O,APTNER
located,O,118,O,APTNER
by,O,118,O,APTNER
Carbon,B-SECTEAM,118,B-Identity,APTNER
Black,I-SECTEAM,118,I-Identity,APTNER
",",O,118,O,APTNER
the,O,118,O,APTNER
biggest,O,118,O,APTNER
difference,O,118,O,APTNER
in,O,118,O,APTNER
the,O,118,O,APTNER
documents,O,118,O,APTNER
was,O,118,O,APTNER
the,O,118,O,APTNER
metadata,O,118,O,APTNER
and,O,118,O,APTNER
junk,O,118,O,APTNER
data,O,118,O,APTNER
located,O,118,O,APTNER
in,O,118,O,APTNER
the,O,118,O,APTNER
malicious,O,118,O,APTNER
macros,O,118,O,APTNER
.,O,118,O,APTNER
However,O,119,O,APTNER
the,O,119,O,APTNER
metadata,O,119,O,APTNER
clearly,O,119,O,APTNER
showed,O,119,O,APTNER
that,O,119,O,APTNER
the,O,119,O,APTNER
documents,O,119,O,APTNER
prepared,O,119,O,APTNER
for,O,119,O,APTNER
this,O,119,O,APTNER
campaign,O,119,O,APTNER
were,O,119,O,APTNER
initially,O,119,O,APTNER
saved,O,119,O,APTNER
on,O,119,O,APTNER
December,B-TIME,119,O,APTNER
17,I-TIME,119,O,APTNER
",",I-TIME,119,O,APTNER
2018,I-TIME,119,O,APTNER
and,O,119,O,APTNER
have,O,119,O,APTNER
continued,O,119,O,APTNER
to,O,119,O,APTNER
be,O,119,O,APTNER
updated,O,119,O,APTNER
through,O,119,O,APTNER
January,B-TIME,119,O,APTNER
21,I-TIME,119,O,APTNER
",",I-TIME,119,O,APTNER
2019,I-TIME,119,O,APTNER
.,O,119,O,APTNER
Several,O,120,O,APTNER
metadata,O,120,O,APTNER
fields,O,120,O,APTNER
(,O,120,O,APTNER
specifically,O,120,O,APTNER
title,O,120,O,APTNER
",",O,120,O,APTNER
subject,O,120,O,APTNER
",",O,120,O,APTNER
author,O,120,O,APTNER
",",O,120,O,APTNER
comments,O,120,O,APTNER
",",O,120,O,APTNER
manager,O,120,O,APTNER
",",O,120,O,APTNER
and,O,120,O,APTNER
company,O,120,O,APTNER
),O,120,O,APTNER
appear,O,120,O,APTNER
to,O,120,O,APTNER
have,O,120,O,APTNER
been,O,120,O,APTNER
populated,O,120,O,APTNER
with,O,120,O,APTNER
different,O,120,O,APTNER
data,O,120,O,APTNER
sets,O,120,O,APTNER
.,O,120,O,APTNER
For,O,121,O,APTNER
example,O,121,O,APTNER
the,O,121,O,APTNER
subject,O,121,O,APTNER
in,O,121,O,APTNER
all,O,121,O,APTNER
the,O,121,O,APTNER
samples,O,121,O,APTNER
was,O,121,O,APTNER
a,O,121,O,APTNER
combination,O,121,O,APTNER
of,O,121,O,APTNER
a,O,121,O,APTNER
US,B-LOC,121,B-Location,APTNER
state,O,121,O,APTNER
and,O,121,O,APTNER
a,O,121,O,APTNER
common,O,121,O,APTNER
first,O,121,O,APTNER
name,O,121,O,APTNER
(,O,121,O,APTNER
like,O,121,O,APTNER
Utah,B-LOC,121,B-Location,APTNER
Erick,O,121,O,APTNER
or,O,121,O,APTNER
Tennessee,B-LOC,121,B-Location,APTNER
Dayna,O,121,O,APTNER
),O,121,O,APTNER
.,O,121,O,APTNER
For,O,122,O,APTNER
this,O,122,O,APTNER
post,O,122,O,APTNER
the,O,122,O,APTNER
following,O,122,O,APTNER
sample,O,122,O,APTNER
was,O,122,O,APTNER
analyzed,O,122,O,APTNER
.,O,122,O,APTNER
Richard_Johnson.doc,B-FILE,123,B-File,APTNER
:,O,123,O,APTNER
878e4e8677e68aba918d930f2cc67fbe,B-MD5,123,B-File,APTNER
0a3f915dd071e862046949885043b3ba61100b946cbc0d84ef7c44d77a50f080,B-SHA2,123,B-File,APTNER
.,O,123,O,APTNER
The,O,124,O,APTNER
document,O,124,O,APTNER
contained,O,124,O,APTNER
a,O,124,O,APTNER
VBS,B-TOOL,124,B-Tool,APTNER
macro,I-TOOL,124,I-Tool,APTNER
that,O,124,O,APTNER
once,O,124,O,APTNER
decompressed,O,124,O,APTNER
was,O,124,O,APTNER
approximately,O,124,O,APTNER
650,O,124,O,APTNER
lines,O,124,O,APTNER
of,O,124,O,APTNER
code,O,124,O,APTNER
.,O,124,O,APTNER
The,O,125,O,APTNER
vast,O,125,O,APTNER
majority,O,125,O,APTNER
of,O,125,O,APTNER
that,O,125,O,APTNER
was,O,125,O,APTNER
junk,O,125,O,APTNER
code,O,125,O,APTNER
.,O,125,O,APTNER
Once,O,126,O,APTNER
the,O,126,O,APTNER
junk,O,126,O,APTNER
code,O,126,O,APTNER
was,O,126,O,APTNER
removed,O,126,O,APTNER
from,O,126,O,APTNER
the,O,126,O,APTNER
VBScript,B-TOOL,126,B-Tool,APTNER
",",O,126,O,APTNER
there,O,126,O,APTNER
are,O,126,O,APTNER
approximately,O,126,O,APTNER
18,O,126,O,APTNER
lines,O,126,O,APTNER
of,O,126,O,APTNER
relevant,O,126,O,APTNER
code,O,126,O,APTNER
",",O,126,O,APTNER
which,O,126,O,APTNER
ultimately,O,126,O,APTNER
call,O,126,O,APTNER
a,O,126,O,APTNER
shape,O,126,O,APTNER
box,O,126,O,APTNER
in,O,126,O,APTNER
the,O,126,O,APTNER
current,O,126,O,APTNER
document,O,126,O,APTNER
.,O,126,O,APTNER
The,O,127,O,APTNER
variable,O,127,O,APTNER
names,O,127,O,APTNER
themselves,O,127,O,APTNER
are,O,127,O,APTNER
not,O,127,O,APTNER
relevant,O,127,O,APTNER
",",O,127,O,APTNER
however,O,127,O,APTNER
the,O,127,O,APTNER
methods,O,127,O,APTNER
in,O,127,O,APTNER
bold,O,127,O,APTNER
below,O,127,O,APTNER
will,O,127,O,APTNER
retrieve,O,127,O,APTNER
the,O,127,O,APTNER
AlternativeText,B-TOOL,127,B-Tool,APTNER
field,O,127,O,APTNER
from,O,127,O,APTNER
the,O,127,O,APTNER
specified,O,127,O,APTNER
shape,O,127,O,APTNER
",",O,127,O,APTNER
which,O,127,O,APTNER
is,O,127,O,APTNER
then,O,127,O,APTNER
executed,O,127,O,APTNER
.,O,127,O,APTNER
The,O,128,O,APTNER
alternate,O,128,O,APTNER
text,O,128,O,APTNER
can,O,128,O,APTNER
easily,O,128,O,APTNER
be,O,128,O,APTNER
observed,O,128,O,APTNER
in,O,128,O,APTNER
the,O,128,O,APTNER
body,O,128,O,APTNER
of,O,128,O,APTNER
the,O,128,O,APTNER
office,O,128,O,APTNER
document,O,128,O,APTNER
.,O,128,O,APTNER
The,O,129,O,APTNER
area,O,129,O,APTNER
highlighted,O,129,O,APTNER
in,O,129,O,APTNER
blue,O,129,O,APTNER
is,O,129,O,APTNER
the,O,129,O,APTNER
shape,O,129,O,APTNER
name,O,129,O,APTNER
that,O,129,O,APTNER
is,O,129,O,APTNER
being,O,129,O,APTNER
located,O,129,O,APTNER
",",O,129,O,APTNER
while,O,129,O,APTNER
the,O,129,O,APTNER
text,O,129,O,APTNER
itself,O,129,O,APTNER
is,O,129,O,APTNER
highlighted,O,129,O,APTNER
in,O,129,O,APTNER
red,O,129,O,APTNER
.,O,129,O,APTNER
It,O,130,O,APTNER
is,O,130,O,APTNER
clear,O,130,O,APTNER
that,O,130,O,APTNER
the,O,130,O,APTNER
text,O,130,O,APTNER
is,O,130,O,APTNER
a,O,130,O,APTNER
base64,B-ENCR,130,O,APTNER
encoded,O,130,O,APTNER
command,O,130,O,APTNER
",",O,130,O,APTNER
that,O,130,O,APTNER
is,O,130,O,APTNER
then,O,130,O,APTNER
executed,O,130,O,APTNER
by,O,130,O,APTNER
the,O,130,O,APTNER
above,O,130,O,APTNER
VBScript,B-TOOL,130,B-Tool,APTNER
.,O,130,O,APTNER
The,O,131,O,APTNER
PowerShell,B-TOOL,131,B-Tool,APTNER
script,O,131,O,APTNER
will,O,131,O,APTNER
first,O,131,O,APTNER
create,O,131,O,APTNER
an,O,131,O,APTNER
instance,O,131,O,APTNER
of,O,131,O,APTNER
the,O,131,O,APTNER
.Net,B-FILE,131,B-File,APTNER
Webclient,O,131,O,APTNER
class,O,131,O,APTNER
and,O,131,O,APTNER
then,O,131,O,APTNER
enumerate,O,131,O,APTNER
the,O,131,O,APTNER
available,O,131,O,APTNER
methods,O,131,O,APTNER
using,O,131,O,APTNER
the,O,131,O,APTNER
GetMethods(),B-TOOL,131,B-Tool,APTNER
call,O,131,O,APTNER
(,O,131,O,APTNER
highlighted,O,131,O,APTNER
in,O,131,O,APTNER
the,O,131,O,APTNER
image,O,131,O,APTNER
in,O,131,O,APTNER
red,O,131,O,APTNER
),O,131,O,APTNER
.,O,131,O,APTNER
The,O,132,O,APTNER
enumerated,O,132,O,APTNER
methods,O,132,O,APTNER
are,O,132,O,APTNER
stored,O,132,O,APTNER
",",O,132,O,APTNER
then,O,132,O,APTNER
a,O,132,O,APTNER
for,O,132,O,APTNER
loop,O,132,O,APTNER
looks,O,132,O,APTNER
first,O,132,O,APTNER
for,O,132,O,APTNER
the,O,132,O,APTNER
method,O,132,O,APTNER
named,O,132,O,APTNER
DownloadString,B-TOOL,132,B-Tool,APTNER
(,O,132,O,APTNER
highlighted,O,132,O,APTNER
in,O,132,O,APTNER
blue,O,132,O,APTNER
),O,132,O,APTNER
.,O,132,O,APTNER
If,O,133,O,APTNER
the,O,133,O,APTNER
DownloadString,B-TOOL,133,B-Tool,APTNER
method,O,133,O,APTNER
is,O,133,O,APTNER
located,O,133,O,APTNER
it,O,133,O,APTNER
will,O,133,O,APTNER
contact,O,133,O,APTNER
the,O,133,O,APTNER
hard,O,133,O,APTNER
coded,O,133,O,APTNER
C2,B-TOOL,133,B-Tool,APTNER
requesting,O,133,O,APTNER
a,O,133,O,APTNER
file,O,133,O,APTNER
",",O,133,O,APTNER
which,O,133,O,APTNER
is,O,133,O,APTNER
downloaded,O,133,O,APTNER
and,O,133,O,APTNER
then,O,133,O,APTNER
invoked,O,133,O,APTNER
(,O,133,O,APTNER
highlighted,O,133,O,APTNER
in,O,133,O,APTNER
blue,O,133,O,APTNER
),O,133,O,APTNER
.,O,133,O,APTNER
It,O,134,O,APTNER
